CODIGO_MODULAR,NOMBRE_INSTITUCION,NUMERO_FYA,LATITUD,LONGITUD,ALTITUD_MSNM,Y1_ILA,Y2_TD,Y3_PR,X1_NVC,X2_TR,X4_IDD,X5_ED,X6_CDD,X10_IE,X11_RED,X12_TOE,X15_MEIB,Y1_ILA_ZSCORE,Y2_TD_ZSCORE,Y3_PR_ZSCORE,X1_NVC_ZSCORE,X4_IDD_ZSCORE,X5_ED_ZSCORE,X6_CDD_ZSCORE,X10_IE_ZSCORE,X11_RED_ZSCORE,X13_TMATRC
415141,86783,54,-9.191011,-78.0417,1597.0,1.3411,0.10715000000000004,0.0224771873322597,4.0,2,3.3285130918499624,0.0,2.1578947368421053,0.4962,15.25,3,1,,,,,,,,,15.25,-2.0
1376300,86783,54,-9.191011,-78.0417,1597.0,1.3411,0.10715000000000004,0.0224771873322597,4.0,2,3.3285130918499624,0.6,2.1578947368421053,0.5424,11.555555555555555,4,1,,,,,,,,,11.555555555555555,6.6
520221,86809,54,-9.23742,-77.9687,3625.0,1.4172913543228385,-0.005499999999999977,0.012345679012345678,4.0,2,3.335628044926194,1.0,2.1578947368421053,0.5622,8.0,3,1,,,,,,,,,8.0,-2.0
818682,87009-01,54,-9.199093,-78.02747,1820.0,1.3411,0.10715000000000004,0.0224771873322597,4.0,2,3.3297185315556863,0.6666666666666666,2.1578947368421053,0.4962,18.25,3,1,,,,,,,,,18.25,2.2
1551944,87009-01,54,-9.199093,-78.02747,1820.0,1.3411,0.10715000000000004,0.0224771873322597,4.0,2,3.3297185315556863,0.0,2.1578947368421053,0.27,14.0,3,1,,,,,,,,,14.0,2.0
1376318,88247 SAN ENRIQUE,54,-9.201528,-77.99841,2345.0,1.4193548387096773,0.14715000000000003,0.03260869565217391,4.0,2,3.75,0.0,2.1578947368421053,0.4962,14.0,1,1,,,,,,,,,14.0,-1.6666666666666667
541201,88247 SAN ENRIQUE,54,-9.201528,-77.99841,2345.0,1.3411,0.10715000000000004,0.0224771873322597,4.0,2,3.329532954620065,1.0,2.1578947368421053,0.4962,14.5,3,1,,,,,,,,,14.5,-1.8
686386,88327,54,-9.205055,-77.97856,2777.0,1.2242071793155385,0.18129999999999988,0.0224771873322597,4.0,2,3.3297568599893514,1.0,2.1578947368421053,0.549,13.5,3,1,,,,,,,,,13.5,0.0
1306182,852,47,-4.203145,-73.47933,98.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.794728980334133,0.2499999999999999,1.7668711656441718,0.4962,5.0,1,0,,,,,,,,,5.0,-0.5
1200906,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,-13.6765,-71.6756,3123.0,1.7418,0.2220999999999999,0.0790336550358822,3.0,1,3.4646803644178847,0.4090909090909091,2.098159509202454,0.8156,13.4,4,2,,,,,,,,,13.4,0.0
409797,50504,44,-13.64324,-71.54927,3813.0,1.4558823529411766,0.14294999999999985,0.0474137931034482,3.0,2,4.0,0.3333333333333333,2.098159509202454,0.8074,14.666666666666666,4,1,,,,,,,,,14.666666666666666,-7.666666666666667
410118,50536,44,-13.6226,-71.6391,3836.0,1.25,0.24589999999999976,0.0474137931034482,3.0,2,4.0,0.3333333333333333,2.098159509202454,0.5175,13.0,3,1,,,,,,,,,13.0,-3.0
933937,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,-13.67716,-71.67811,3148.0,1.7418,0.2220999999999999,0.0790336550358822,3.0,1,3.4648601470653317,0.5,2.098159509202454,0.7016,19.0,4,2,,,,,,,,,19.0,-0.7999999999999999
933960,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,-13.67716,-71.67811,3148.0,1.7418,0.2220999999999999,0.0790336550358822,3.0,1,3.4648601470653317,0.3684210526315789,2.098159509202454,0.5553,19.789473684210527,4,2,,,,,,,,,19.789473684210527,-9.0
410316,50558,44,-13.51888,-71.44861,3532.0,1.8414955239599788,0.27315000000000006,0.23636363636363636,5.0,2,3.76341229028312,0.5,2.098159509202454,0.4,10.0,3,1,,,,,,,,,10.0,-8.0
1062058,501344,44,-13.5649,-71.396,3851.0,1.4523809523809523,0.19604999999999978,0.004761904761904762,5.0,2,3.770905726991826,0.5,2.098159509202454,0.486,7.5,2,1,,,,,,,,,7.5,-1.8
409706,50495,44,-13.5485,-71.45596,3301.0,1.7061925199264256,0.07960000000000025,0.06343283582089553,5.0,2,3.769148225429394,0.6666666666666666,2.098159509202454,0.5444,15.666666666666666,3,1,,,,,,,,,15.666666666666666,-2.0
410100,50535,44,-13.59216,-71.65474,3905.0,1.2214285714285715,0.2601999999999999,0.04895104895104895,5.0,2,3.7817663636696737,0.4285714285714285,2.098159509202454,0.4749,13.428571428571429,3,1,,,,,,,,,13.428571428571429,-4.0
204933,50715,44,-13.59988,-71.45402,3609.0,1.5,0.33335000000000004,0.0474137931034482,5.0,2,3.7787725996557455,1.0,2.098159509202454,0.4962,8.0,1,1,,,,,,,,,8.0,-2.0
519793,50912,44,-13.6172,-71.57626,3933.0,1.2431818181818182,0.24929999999999972,0.008771929824561403,5.0,2,3.784739263542076,0.6666666666666666,2.098159509202454,0.4962,8.666666666666666,3,1,,,,,,,,,8.666666666666666,-0.8
592428,50976,44,-13.5793,-71.63905,4063.0,1.2549668874172184,0.24339999999999998,0.06493506493506493,5.0,2,3.778999142194925,1.0,2.098159509202454,0.788,14.666666666666666,3,1,,,,,,,,,14.666666666666666,-1.6666666666666667
205716,50796,44,-13.62978,-71.15881,4403.0,1.1746794871794872,0.2835499999999999,0.0474137931034482,5.0,2,3.777858964724434,0.5,2.098159509202454,0.4505,15.5,2,1,,,,,,,,,15.5,-0.8
409672,50492 CORAZON DE JESUS,44,-13.6293,-71.3851,3545.0,1.661229919678715,0.21924999999999983,0.13028953229398663,5.0,1,1.5376002704883094,0.3809523809523809,2.098159509202454,0.8269,19.33333333333333,4,2,,,,,,,,,19.333333333333332,-3.5
410225,50547,44,-13.7299,-71.3744,4058.0,1.4246132446098612,0.0177500000000001,0.04741379310344827,5.0,2,3.801472645671235,0.3333333333333333,2.098159509202454,0.5382,13.666666666666666,3,1,,,,,,,,,13.666666666666666,-6.5
410233,50550,44,-13.6302,-71.27,3950.0,1.5,0.41664999999999996,0.0474137931034482,5.0,2,3.780401049694704,0.3333333333333333,2.098159509202454,0.4965,9.333333333333334,3,1,,,,,,,,,9.333333333333334,0.5
410258,50552 TUPAC AMARU II,44,-13.71458,-71.46204,3990.0,1.264831157076495,0.18729999999999983,0.007220216606498195,5.0,2,3.800531512591512,0.25,2.098159509202454,0.4962,11.571428571428571,3,1,,,,,,,,,11.571428571428571,-4.666666666666667
410266,50553,44,-13.67753,-71.2426,4150.0,1.483565107458913,0.04685000000000025,0.007874015748031496,5.0,2,3.788699415305931,1.0,2.098159509202454,0.5382,6.0,1,1,,,,,,,,,6.0,-5.0
204974,50719 VIRGEN DEL CARMEN,44,-13.66704,-71.31985,3771.0,1.3866016260162601,0.4086499999999999,0.07459677419354839,5.0,2,3.788436908332684,0.5333333333333333,2.098159509202454,0.4962,19.933333333333334,4,2,,,,,,,,,19.933333333333334,2.0
205401,50765,44,-13.70297,-71.36623,3955.0,1.3929539295392954,0.39514999999999995,0.027522935779816515,5.0,2,3.796224680099076,1.0,2.098159509202454,0.5015,9.0,2,1,,,,,,,,,9.0,-2.333333333333333
487140,50854,44,-13.68158,-71.39118,3924.0,1.5666666666666667,0.33809999999999973,0.008849557522123894,5.0,2,3.792752755396319,0.5,2.098159509202454,0.48,8.5,2,1,,,,,,,,,8.5,-5.5
592543,50977,44,-13.6729,-71.3415,3770.0,1.5282278313730673,0.06600000000000003,0.0626118067978533,5.0,2,3.7900190771393807,0.6666666666666666,2.098159509202454,0.5607,17.0,3,1,,,,,,,,,17.0,-4.0
428714,36153 SAYRI TUPAC,79,-12.8025,-74.5375,3405.0,1.5003,0.03204999999999984,0.0577200577200577,3.0,2,3.079975035319729,1.0,1.7714285714285714,0.4962,12.5,3,1,,,,,,,,,12.5,-0.8095238095238095
600692,NUESTRA SEÑORA DE LA CANDELARIA,79,-12.83916,-74.57049,3440.0,1.5003,0.03204999999999984,0.0577200577200577,3.0,1,1.5,0.4444444444444444,1.7714285714285714,0.4962,7.571428571428571,4,2,,,,,,,,,7.571428571428571,-5.354761904761906
421594,130,79,-12.9167,-74.4666,3360.0,1.5003,0.03204999999999984,0.0577200577200577,3.0,2,3.099891650044416,1.0,1.7714285714285714,0.4962,11.0,3,2,,,,,,,,,11.0,1.8
633040,156,79,-12.8768,-74.487,3478.0,1.5003,0.03204999999999984,0.0577200577200577,3.0,2,3.092836205401964,0.5,1.7714285714285714,0.4962,9.0,3,2,,,,,,,,,9.0,0.4
420380,36161 SAN VICENTE DE PAUL,79,-12.9179,-74.4644,3375.0,1.4575396825396825,0.021399999999999985,0.10526315789473684,3.0,2,3.100068700763088,0.6666666666666666,1.7714285714285714,0.4962,11.0,3,1,,,,,,,,,11.0,-2.0
420406,36163 JAVIER HERAUD PEREZ,79,-12.90297,-74.4938,3127.0,1.3181818181818183,0.03204999999999984,0.0577200577200577,3.0,2,3.0979108260032344,1.0,1.7714285714285714,0.4962,10.0,3,1,,,,,,,,,10.0,0.6
1060276,CORAS,79,-12.8736,-74.4846,3472.0,1.3790849673202612,-0.028550000000000082,0.006535947712418301,3.0,2,3.25,0.2777777777777778,1.7714285714285714,0.5032,6.333333333333333,4,1,,,,,,,,,6.333333333333333,2.0
420430,36166 HEROES 29 DE AGOSTO,79,-12.8897,-74.3996,3386.0,1.440572977158343,0.029849999999999936,0.030927835051546393,3.0,2,3.0933273224149898,1.0,1.7714285714285714,0.4962,12.75,3,1,,,,,,,,,12.75,-1.0
420448,36167,79,-12.84032,-74.41306,3353.0,1.5003,0.03204999999999984,0.0577200577200577,3.0,2,3.084334444951763,1.0,1.7714285714285714,0.4962,8.0,1,1,,,,,,,,,8.0,-2.25
420562,36201 NUESTRA SEÑORA DEL ROSARIO,79,-12.9072,-74.4334,3243.0,1.5003,0.03204999999999984,0.0577200577200577,3.0,2,3.0973687474805507,1.0,1.7714285714285714,0.13,8.0,1,2,,,,,,,,,8.0,-0.2
740365,RAMON CASTILLA MARQUEZADO,79,-12.8876,-74.398,3370.0,1.5049088359046285,-0.0023000000000001574,0.11764705882352941,3.0,2,3.092896756265011,0.4444444444444444,1.7714285714285714,0.8042,7.333333333333333,4,1,,,,,,,,,7.333333333333333,-2.25
686741,177,79,-12.8508,-74.5382,3354.0,1.5003,0.03204999999999984,0.0577200577200577,4.0,2,2.133196313090024,0.5,1.7714285714285714,0.4962,9.0,3,2,,,,,,,,,9.0,-4.25
428771,36173 SANTIAGO ANTUNEZ DE MAYOLO,79,-12.8506,-74.538,3351.0,1.6576576576576576,0.11075000000000006,0.0577200577200577,4.0,2,2.133154251941688,0.8333333333333334,1.7714285714285714,0.4962,12.333333333333334,4,2,,,,,,,,,12.333333333333334,-0.3333333333333333
687194,36465 MICAELA BASTIDAS PUYUCAHUA,79,-12.8618,-74.5052,3568.0,1.5003,0.03204999999999984,0.0577200577200577,4.0,2,2.134534996384056,1.0,1.7714285714285714,0.483,9.0,1,2,,,,,,,,,9.0,-0.25
579987,JORGE CHAVEZ,79,-12.8506,-74.5385,3354.0,1.3561030235162377,0.07209999999999998,0.07575757575757576,4.0,2,2.1331653278492384,0.3809523809523809,1.7714285714285714,0.7965,4.842105263157895,4,1,,,,,,,,,4.842105263157895,-11.2
1320001,601614,47,-3.906227,-73.4136,104.0,1.888888888888889,0.10234999999999995,0.05555555555555555,4.0,2,2.737406653955436,1.0,1.7668711656441718,0.525,9.0,1,0,,,,,,,,,9.0,-0.4
721639,404,47,-3.90885,-73.33874,103.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.736241896826374,0.2499999999999999,1.7668711656441718,0.4922,6.0,1,0,,,,,,,,,6.0,-0.25
721647,405,47,-4.230595,-73.48736,96.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.800071684694,0.35,1.7668711656441718,0.27,26.0,4,0,,,,,,,,,26.0,0.0
738203,475,47,-3.94947,-73.36164,121.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.744391985889847,0.2499999999999999,1.7668711656441718,0.4962,6.5,4,0,,,,,,,,,6.5,-2.0
1151331,536 MI CASITA DEL SABER,47,-4.012181,-73.43333,139.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,3.875,0.8,1.7668711656441718,0.27,17.666666666666668,4,0,,,,,,,,,17.666666666666668,3.5
1151414,538,47,-4.092448,-73.45277,99.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.773312552914488,0.35,1.7668711656441718,0.814,17.5,4,0,,,,,,,,,17.5,-5.4
1152057,604,47,-4.071599,-73.44553,100.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,1.5,0.8,1.7668711656441718,0.4962,12.0,3,0,,,,,,,,,12.0,-2.333333333333333
1152255,656,47,-3.97829,-73.38414,107.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.7503129978936425,0.2499999999999999,1.7668711656441718,0.4962,6.0,1,0,,,,,,,,,6.0,0.5
1152321,678,47,-3.939339,-73.37488,130.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,1.5,0.8,1.7668711656441718,0.4962,14.0,1,0,,,,,,,,,14.0,-0.25
1261577,60133,47,-4.231024,-73.48778,96.0,1.3217155933749176,-0.000550000000000022,0.008611410118406888,4.0,2,3.375,0.8,1.7668711656441718,0.4962,28.571428571428573,4,0,,,,,,,,,28.571428571428573,17.0
398313,60133,47,-4.231024,-73.48778,96.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.8001617064908446,0.8421052631578947,1.7668711656441718,0.4318,20.272727272727277,2,0,,,,,,,,,20.272727272727273,-7.6
398347,60136,47,-3.91543,-73.34032,99.0,1.0666666666666667,-0.07330000000000012,0.0352713178294573,4.0,2,2.7375149495311275,1.0,1.7668711656441718,0.2135,7.0,2,0,,,,,,,,,7.0,1.75
398370,60181,47,-4.099999,-73.40438,99.0,2.3333333333333335,0.10235000000000002,0.6666666666666666,4.0,2,2.77366137688134,1.0,1.7668711656441718,0.4962,8.0,1,0,,,,,,,,,8.0,1.0
738419,601330,47,-4.020995,-73.42369,114.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.7592242156154683,1.0,1.7668711656441718,0.142,2.0,2,0,,,,,,,,,2.0,1.0
738427,601331,47,-4.021036,-73.43295,124.0,1.2962023766288293,0.12759999999999994,0.016819571865443424,4.0,2,2.7594370557342955,0.4499999999999999,1.7668711656441718,0.4962,10.5,1,0,,,,,,,,,10.5,-0.469047619047619
1147735,601331,47,-4.021036,-73.43295,124.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,3.736111111111111,0.7999999999999999,1.7668711656441718,0.4962,15.714285714285714,1,0,,,,,,,,,15.714285714285714,4.0
1153527,601391,47,-4.00334,-73.46991,116.0,1.8333333333333333,0.10235000000000002,0.0352713178294573,4.0,2,2.7569262149356883,1.0,1.7668711656441718,0.4235,7.5,2,0,,,,,,,,,7.5,1.0
1153881,601444,47,-4.154128,-73.47423,103.0,1.4000000000000001,0.09334999999999997,0.0352713178294573,4.0,2,2.785393265057976,1.0,1.7668711656441718,0.4605,12.0,2,0,,,,,,,,,12.0,1.0
1153964,601448,47,-3.939261,-73.37511,131.0,1.4341880341880342,0.19904999999999995,0.029850746268656716,4.0,2,1.9583333333333333,0.8800000000000001,1.7668711656441718,0.5565,15.0,3,0,,,,,,,,,15.0,-1.8
1154129,601496,47,-4.06489,-73.47512,113.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.7686225000733264,0.2499999999999999,1.7668711656441718,0.4962,9.0,1,0,,,,,,,,,9.0,-1.5
1563212,601511,47,-4.123805,-73.4483,106.0,1.3333333333333333,0.05999999999999982,0.0352713178294573,4.0,2,2.7791134769767343,0.2499999999999999,1.7668711656441718,0.4962,9.0,1,0,,,,,,,,,9.0,-0.2
1154368,601511,47,-4.123805,-73.4483,106.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.7791134769767343,1.0,1.7668711656441718,0.4962,11.0,1,0,,,,,,,,,11.0,2.6
1154400,601514,47,-3.954216,-73.40653,129.0,1.5466666666666669,0.35169999999999996,0.04,4.0,2,3.3125,0.8,1.7668711656441718,0.57,9.333333333333334,3,0,,,,,,,,,9.333333333333334,0.0
1154608,601528,47,-4.042254,-73.4378,111.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.763536742051697,0.2499999999999999,1.7668711656441718,0.507,6.5,4,0,,,,,,,,,6.5,-0.6666666666666666
1148402,6010102,47,-3.948718,-73.36192,133.0,1.7,0.24334999999999984,0.03333333333333333,4.0,2,2.744256696645288,1.0,1.7668711656441718,0.441,15.666666666666666,1,0,,,,,,,,,15.666666666666666,3.0
651398,6010178,47,-3.97832,-73.38423,107.0,2.0,0.10235000000000002,0.3333333333333333,4.0,2,2.750320636174799,1.0,1.7668711656441718,0.4962,7.0,1,0,,,,,,,,,7.0,0.8
1210491,6010230 BARBARA D'ACHILLE,47,-4.071509,-73.44612,106.0,1.2541650354517377,0.042699999999999856,0.003663003663003663,4.0,2,2.270833333333333,0.8,1.7668711656441718,0.4962,7.714285714285714,3,0,,,,,,,,,7.714285714285714,-2.0
683466,6010230 BARBARA D'ACHILLE,47,-4.071509,-73.44612,106.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.769225488275419,0.8500000000000001,1.7668711656441718,0.27,13.0,1,0,,,,,,,,,13.0,-2.0
1527233,6010231,47,-4.091835,-73.4532,97.0,1.502283105022831,0.14449999999999977,0.037209302325581395,4.0,2,2.7732067398379883,0.35,1.7668711656441718,0.569,18.666666666666668,4,0,,,,,,,,,18.666666666666668,3.25
683474,6010231,47,-4.091835,-73.4532,97.0,1.418,0.10235000000000002,0.0352713178294573,4.0,2,2.7732067398379883,1.0,1.7668711656441718,0.4962,16.23076923076923,4,0,,,,,,,,,16.23076923076923,-1.0
682211,EL MILAGRO,47,-3.93753,-73.37275,136.0,1.249406604747162,0.022599999999999974,0.01016260162601626,4.0,2,2.7423915346722643,0.8,1.7668711656441718,0.4962,21.0,4,0,,,,,,,,,21.0,13.666666666666666
1261775,601563,47,-4.203145,-73.47933,98.0,1.3333333333333333,0.14334999999999992,0.0352713178294573,4.0,2,2.794728980334133,1.0,1.7668711656441718,0.489,9.5,1,0,,,,,,,,,9.5,1.5
571232,58,48,-4.9417,-80.2393,98.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,3.011184146494671,1.0,2.27710843373494,0.5186,16.75,4,0,,,,,,,,,16.75,2.0
737783,467,48,-4.8548,-80.2225,140.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,2.994461419781223,1.0,2.27710843373494,0.4915,10.0,1,0,,,,,,,,,10.0,-1.0
737791,469,48,-4.8479,-80.217,136.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,2.9930413227047685,1.0,2.27710843373494,0.5616,14.0,3,0,,,,,,,,,14.0,3.0
937813,489 JOSE MARIA VELAZ,48,-4.9175,-80.2198,103.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,3.0061988610769763,0.2499999999999999,2.27710843373494,0.3836,17.0,1,0,,,,,,,,,17.0,0.75
938118,731,48,-4.9632,-80.2756,78.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,3.0160335668043023,1.0,2.27710843373494,0.27,17.666666666666668,3,0,,,,,,,,,17.666666666666668,3.5
938142,732 VIRGEN DE MONSERRAT,48,-4.9286,-80.2506,92.0,1.6679,0.16460000000000005,0.0432752179327521,4.0,1,1.5,1.0,2.27710843373494,0.7016,21.571428571428573,4,0,,,,,,,,,21.571428571428573,-0.25
674895,14045,48,-4.85,-80.1801,173.0,1.5166666666666666,0.19729999999999995,0.0410958904109589,4.0,2,2.9926190439733493,0.2499999999999999,2.27710843373494,0.4962,11.5,3,0,,,,,,,,,11.5,0.2
260307,14141,48,-4.855,-80.2233,144.0,1.3958333333333333,-0.0582499999999998,0.0410958904109589,4.0,2,2.99451677201862,0.8,2.27710843373494,0.5755,12.0,3,0,,,,,,,,,12.0,-1.4
350447,14144 SANTA ROSA,48,-4.9306,-80.2501,90.0,1.5604445909323958,0.16554999999999995,0.05625,4.0,1,1.5,0.8000000000000002,2.27710843373494,0.7016,23.473684210526315,4,0,,,,,,,,,23.473684210526315,9.595238095238091
1785484,FE Y ALEGRIA 48,48,-4.9306,-80.2501,90.0,1.6679,0.16460000000000005,0.0432752179327521,4.0,1,1.5,0.65,2.27710843373494,0.7016,73.66666666666667,4,0,,,,,,,,,44.2,5.354761904761905
1785476,FE Y ALEGRIA 48,48,-4.9306,-80.2501,90.0,1.6679,0.16460000000000005,0.0432752179327521,4.0,1,1.5,0.65,2.27710843373494,0.7016,101.75,4,0,,,,,,,,,40.7,9.595238095238091
916023,14144 SANTA ROSA,48,-4.9306,-80.2501,90.0,1.6679,0.16460000000000005,0.0432752179327521,4.0,1,1.5,0.75,2.27710843373494,0.8611,18.3,4,0,,,,,,,,,18.3,19.6
260315,14145 SANTA JULIA BILLIART,48,-4.846,-80.2182,139.0,1.492994965131188,0.19199999999999978,0.023076923076923078,4.0,2,2.9927104124223893,0.35,2.27710843373494,0.8369,23.875,4,0,,,,,,,,,23.875,0.6666666666666666
1715820,14894,48,-4.881,-80.1986,117.0,1.3333333333333333,0.1395,0.0410958904109589,4.0,2,2.998861624276683,1.0,2.27710843373494,0.7855,15.0,1,0,,,,,,,,,15.0,2.0
571745,14894,48,-4.881,-80.1986,117.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,2.998861624276683,0.2499999999999999,2.27710843373494,0.4962,10.0,3,0,,,,,,,,,10.0,-1.6666666666666667
350496,14924 DANIEL ALCIDES CARRION,48,-4.952,-80.2495,91.0,1.761384335154827,0.20875000000000005,0.06149732620320856,4.0,2,3.013348080452471,0.7999999999999999,2.27710843373494,0.4962,21.157894736842103,4,0,,,,,,,,,21.157894736842106,9.595238095238091
571356,14924 DANIEL ALCIDES CARRION,48,-4.952,-80.2495,91.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,3.013348080452471,1.0,2.27710843373494,0.5583,22.5,4,0,,,,,,,,,22.5,-12.75
613943,14975,48,-4.962,-80.2751,83.0,1.6230158730158728,0.20565000000000005,0.0410958904109589,4.0,2,3.0157967061848563,0.8000000000000002,2.27710843373494,0.853,21.75,3,0,,,,,,,,,21.75,-2.5
464610,15219,48,-4.898373,-80.15871,154.0,1.825,0.33064999999999994,0.14285714285714285,4.0,2,3.001246786538758,0.8,2.27710843373494,0.561,8.0,1,0,,,,,,,,,8.0,0.6
464628,15220,48,-4.8343,-80.1667,200.0,2.2333333333333334,0.16460000000000008,0.2727272727272727,4.0,2,2.9893681930036973,0.8,2.27710843373494,0.8345,7.5,1,0,,,,,,,,,7.5,0.0
355271,15304,48,-4.9173,-80.2198,101.0,1.6015873015873014,0.18249999999999983,0.022727272727272728,4.0,2,3.0061612302916605,0.8000000000000002,2.27710843373494,0.5434,14.0,3,0,,,,,,,,,14.0,-2.4
552661,15314,48,-4.920441,-80.19533,121.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,3.006210166859519,0.2499999999999999,2.27710843373494,0.79,13.5,4,0,,,,,,,,,13.5,1.0
561084,SAGRADO CORAZON DE JESUS,48,-4.94231,-80.23896,94.0,1.6079276538201486,0.13045000000000023,0.045454545454545456,4.0,2,3.01129138877275,0.7999999999999999,2.27710843373494,0.4962,22.33333333333333,4,0,,,,,,,,,22.333333333333332,1.8
355289,15383,48,-4.8894,-80.2122,121.0,1.6904761904761905,0.16459999999999986,0.08695652173913043,4.0,2,3.0007433819453264,0.8,2.27710843373494,0.4962,4.5,1,0,,,,,,,,,4.5,-3.0
673780,15478,48,-4.8315,-80.204,155.0,1.8148148148148149,0.19730000000000023,0.037037037037037035,4.0,2,2.989667624712551,0.8,2.27710843373494,0.5755,10.0,3,0,,,,,,,,,10.0,-0.6666666666666666
840595,20104,48,-4.976114,-80.22945,92.0,1.4205146705146705,0.02854999999999992,0.011764705882352941,4.0,2,3.0174410803452263,0.8,2.27710843373494,0.27,21.5,3,0,,,,,,,,,21.5,0.3333333333333333
840504,20123,48,-4.9443,-80.2609,86.0,1.777777777777778,0.21954999999999986,0.029411764705882353,4.0,2,3.012151825909964,0.8,2.27710843373494,0.4569,9.0,1,0,,,,,,,,,9.0,-0.5
626424,15055,48,-4.878228,-80.14346,200.0,1.6679,0.16460000000000005,0.0410958904109589,4.0,2,2.997118610507523,0.2499999999999999,2.27710843373494,0.4962,7.0,1,0,,,,,,,,,7.0,-1.25
