id_anio,cod_dre,nom_dre,cod_ugel,nom_ugel,ubigeo,dpto,prov,dist,c_poblado,cod_local,cod_mod,anexo,nombre_iie,gestion,nivel,grado,seccion,turno,talumnos,codigo_modular_norm,codigo_local_norm,total_alumnos_norm,metodo_vinculacion,nombre_fya_bd,red_fya,fecha_procesamiento
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,éNICA,Ma¤ana,4,1376318,27641,4,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARACHUCO,027504,0415059,0,86731,P£blica,Primaria,CUARTO,A,Ma¤ana,2,415059,27504,2,CODIGO_MODULAR_NORMALIZADO,86731,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,1678879,0,693,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,LOS SABIOS,Ma¤ana,6,1678879,862206,6,CODIGO_MODULAR_EXACTO,693,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,6,415117,27556,6,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,TERCERO,éNICA,Ma¤ana,10,414987,27453,10,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,CUARTO,éNICA,Ma¤ana,21,1315084,27453,21,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,0686386,0,88327,P£blica,Primaria,QUINTO,A,Ma¤ana,7,686386,27716,7,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,13,818682,27603,13,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,12,818682,27603,12,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,UNICA,Ma¤ana,6,1608132,27556,6,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,PRIMERO,UNICA,Ma¤ana,15,1376300,27561,15,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,QUINTO,UNICA,Ma¤ana,9,1376300,27561,9,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,0686386,0,88327,P£blica,Primaria,TERCERO,A,Ma¤ana,3,686386,27716,3,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,6,818682,27603,6,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,CUARTO,éNICA,Ma¤ana,2,541201,27641,2,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,2,818682,27603,2,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,TERCERO,UNICA,Ma¤ana,18,1376300,27561,18,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,TERCERO,éNICA,Ma¤ana,4,541201,27641,4,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,QUINTO,éNICA,Ma¤ana,10,541201,27641,10,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,éNICA,Ma¤ana,5,1376318,27641,5,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,16,415141,27561,16,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,SEGUNDO,UNICA,Ma¤ana,19,1376300,27561,19,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,SEGUNDO,éNICA,Ma¤ana,11,541201,27641,11,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,1678879,0,693,P£blica,Inicial - Jard¡n,Grupo 3 a¤os, LOS GENIOS,Ma¤ana,6,1678879,862206,6,CODIGO_MODULAR_EXACTO,693,54,2025-08-09T17:52:30.179097
2020,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,8,415141,27561,8,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:30.179097
