CODIGO_MODULAR,NOMBRE_INSTITUCION,NUMERO_FYA,X2_TR,X10_IE,fuente,metodo,nivel_infraestructura,conectividad_digital,equipamiento_tecnologico,infraestructura_electrica,internet_operativo,equipos_total,tiene_electricidad
205401,50765,44,2,0.5015,conectividad_equipamiento,calculo_directo,Media (0.4-0.6),0.2,0.7717,0.85,0.0,46.0,1.0
487140,50854,44,2,0.48,conectividad_equipamiento,calculo_directo,Media (0.4-0.6),0.2,0.7,0.85,0.0,42.0,1.0
592543,50977,44,2,0.5607,conectividad_equipamiento,calculo_directo,Media (0.4-0.6),0.2,0.9689,0.85,0.0,45.0,1.0
428714,36153 SAYRI TUPAC,79,2,0.5137,conectividad_equipamiento,calculo_directo,Media (0.4-0.6),0.2,0.8122,0.85,0.0,41.0,1.0
600692,NUESTRA SEÑORA DE LA CANDELARIA,79,1,0.863,conectividad_equipamiento,calculo_directo,Muy Alta (0.8-1.0),0.802,0.9734,0.85,1.0,421.0,1.0
421594,130,79,2,0.4962,imputacion_contextual,ruralidad_2,Media (0.4-0.6),,,,,,
633040,156,79,2,0.4962,imputacion_contextual,ruralidad_2,Media (0.4-0.6),,,,,,
420380,36161 SAN VICENTE DE PAUL,79,2,0.4962,imputacion_contextual,ruralidad_2,Media (0.4-0.6),,,,,,
420406,36163 JAVIER HERAUD PEREZ,79,2,0.4962,imputacion_contextual,ruralidad_2,Media (0.4-0.6),,,,,,
1060276,CORAS,79,2,0.5032,conectividad_equipamiento,calculo_directo,Media (0.4-0.6),0.2,0.7773,0.85,0.0,154.0,1.0
420430,36166 HEROES 29 DE AGOSTO,79,2,0.4962,imputacion_contextual,ruralidad_2,Media (0.4-0.6),,,,,,
420448,36167,79,2,0.4962,imputacion_contextual,ruralidad_2,Media (0.4-0.6),,,,,,
420562,36201 NUESTRA SEÑORA DEL ROSARIO,79,2,0.13,conectividad_equipamiento,calculo_directo,Muy Baja (0-0.2),0.2,0.0,0.15,0.0,0.0,0.0
740365,RAMON CASTILLA MARQUEZADO,79,2,0.8042,conectividad_equipamiento,calculo_directo,Muy Alta (0.8-1.0),0.802,0.7773,0.85,1.0,110.0,1.0
