CODIGO_MODULAR,NOMBRE_INSTITUCION,NUMERO_FYA,LATITUD,LONGITUD,ALTITUD_MSNM,Y1_ILA,Y2_TD,Y3_PR,X1_NVC,X2_TR,X4_IDD,X5_ED,X6_CDD,X10_IE,X11_RED,X12_TOE,X15_MEIB,Y1_ILA_ZSCORE,Y2_TD_ZSCORE,Y3_PR_ZSCORE,X1_NVC_ZSCORE,X4_IDD_ZSCORE,X5_ED_ZSCORE,X6_CDD_ZSCORE,X10_IE_ZSCORE,X11_RED_ZSCORE,FECHA_CALCULO
1527340,809,47,-4.00346,-73.4695,120.0,1.418,0.16871342619302718,,,,,,,,6.0,,,,,,,,,,,6.0,2025-08-10 03:01:01
1527381,810,47,-4.042254,-73.4378,111.0,1.418,0.16871342619302718,,,,,,,,6.0,,,,,,,,,,,6.0,2025-08-10 03:01:01
1527373,812,47,-4.154128,-73.47423,103.0,1.418,0.16871342619302718,,,,,,,,8.0,,,,,,,,,,,8.0,2025-08-10 03:01:01
1262856,601570,47,-4.049994,-73.42636,103.0,1.3333,0.09890381603890207,,,,,,,,9.0,,,,,,,,,,,9.0,2025-08-10 03:01:01
1457365,LOS RIT'IS DEL ALTO ANDINO,44,-13.54842,-71.39277,3758.0,1.7418,0.24281127363539068,,,,,,,,9.5,,,,,,,,,,,9.5,2025-08-10 03:01:01
1681212,1341,48,-4.975972,-80.22906,92.0,1.6679,0.2459102113991185,,,,,,,,16.333333333333332,,,,,,,,,,,16.333333333333332,2025-08-10 03:01:01
1236397,TECNICO MARIA TERESA DE JESUS GERHARDINGER,48,-4.845849,-80.22507,143.0,1.6679,0.2459102113991185,,,,,,,,14.421052631578947,,,,,,,,,,,14.421052631578947,2025-08-10 03:01:01
1236967,NUESTRA SEÑORA DE LA ENSEÑANZA,48,-4.9306,-80.2501,90.0,1.6679,0.2459102113991185,,,,,,,,45.5,,,,,,,,,,,30.333333333333332,2025-08-10 03:01:01
1527399,811,47,-3.90632,-73.41372,105.0,1.418,0.16871342619302718,,,,,,,,7.0,,,,,,,,,,,7.0,2025-08-10 03:01:01
1715416,1416,48,-4.83171,-80.20365,154.0,1.6679,0.2459102113991185,,,,,,,,12.0,,,,,,,,,,,12.0,2025-08-10 03:01:01
1715424,1417,48,-4.88962,-80.21244,122.0,1.6679,0.2459102113991185,,,,,,,,7.0,,,,,,,,,,,7.0,2025-08-10 03:01:01
1715440,1419,48,-4.94572,-80.25832,80.0,1.6679,0.2459102113991185,,,,,,,,16.666666666666668,,,,,,,,,,,16.666666666666668,2025-08-10 03:01:01
1745710,1558,48,-4.91999,-80.19511,123.0,1.6679,0.2459102113991185,,,,,,,,16.0,,,,,,,,,,,16.0,2025-08-10 03:01:01
1745728,1559,48,-4.913557,-80.24119,105.0,1.6679,0.2459102113991185,,,,,,,,24.0,,,,,,,,,,,24.0,2025-08-10 03:01:01
697714,37003,79,-12.83894,-74.57071,3443.0,1.5003,0.04463166689876065,,,,,,,,21.333333333333332,,,,,,,,,,,21.333333333333332,2025-08-10 03:01:01
421222,37003,79,-12.83894,-74.57071,3443.0,1.5003,0.04463166689876065,,,,,,,,35.0,,,,,,,,,,,35.0,2025-08-10 03:01:01
1785138,36831,79,-12.8222,-74.3815,2237.0,1.5003,0.04463166689876065,,,,,,,,15.0,,,,,,,,,,,15.0,2025-08-10 03:01:01
1151695,573,47,-4.15333,-73.46156,108.0,1.418,0.16871342619302718,,,,,,,,7.0,,,,,,,,,,,7.0,2025-08-10 03:01:01
1791433,EL MILAGRO,47,-3.77845,-73.29182,92.0,1.418,0.16871342619302718,,,,,,,,67.0,,,,,,,,,,,44.666666666666664,2025-08-10 03:01:01
1791466,EL MILAGRO,47,-3.77845,-73.29182,92.0,1.418,0.16871342619302718,,,,,,,,45.111111111111114,,,,,,,,,,,37.25,2025-08-10 03:01:01
1678879,693,54,-9.204821,-77.97816,2793.0,1.3411,0.19018459353922607,,,,,,,,14.0,,,,,,,,,,,14.0,2025-08-10 03:01:01
1781897,64346,72,-8.445248,-74.362853,151.0,2.0,1.0,,,,,,,,6.25,,,,,,,,,,,6.25,2025-08-10 03:01:01
2533906,YANACANCHA,47,-6.603033,-78.224522,2947.0,1.375,0.13327289211242063,,,,,,,,,,,,,,,,,,,,2025-08-10 03:01:01
3025715,5154 SANTIAGO ANTUNEZ DE MAYOLO,44,-11.82743,-77.16229,3351.0,1.7418,0.3423242909987669,,,,,,,,12.333333333333334,,,,,,,,,,,12.333333333333334,2025-08-10 03:01:01
0428714,36153 SAYRI TUPAC,79,-12.8025,-74.5375,3405.0,1.4916,0.038574014761175404,,,,,,,,12.5,,,,,,,,,,,12.5,2025-08-10 03:01:01
0304642,64155,72,-9.3544,-74.424744,166.0,1.5736,0.028026393153459308,,,,,,,,20.25,,,,,,,,,,,20.25,2025-08-10 03:01:01
0488403,88225,54,-9.093743,-78.174981,604.0,1.3411,-0.05596226946360701,,,,,,,,9.0,,,,,,,,,,,9.0,2025-08-10 03:01:01
0481093,JOSE CARLOS MARIATEGUI,72,-17.1839,-70.904,1574.0,1.5736,0.14211061111917564,,,,,,,,13.25,,,,,,,,,,,13.25,2025-08-10 03:01:01
1768829,1574,47,-5.679322,-79.113117,1594.0,1.5714,0.29514547102942373,,,,,,,,7.0,,,,,,,,,,,7.0,2025-08-10 03:01:01
0600692,NUESTRA SE¥ORA DE LA CANDELARIA,79,-12.83824,-74.57149,3458.0,1.3008,-0.09427656315276423,,,,,,,,7.571428571428571,,,,,,,,,,,7.571428571428571,2025-08-10 03:01:01
