codigo_modular,nombre_institucion,region,provincia,distrito,nivel_educativo,modalidad_especifica,area_censo,es_rural,es_fya,total_alumnos,total_docentes,numero_fya
433011,FE Y ALEGRIA 08,DRE LIMA METROPOLITANA,LIMA,COMAS,Primaria,EBR,Urbana,0,1,1097,44.0,FA 8
433029,FE Y ALEGRIA 11,DRE LIMA METROPOLITANA,LIMA,COMAS,Primaria,EBR,Urbana,0,1,763,26.0,FA 11
433045,FE Y ALEGRIA 13,DRE LIMA METROPOLITANA,LIMA,COMAS,Primaria,EBR,Urbana,0,1,953,29.0,FA 13
435370,FE Y ALEGRIA 07,DRE LIMA METROPOLITANA,LIMA,COMAS,Básica Alternativa-Inicial e Intermedio,EBA,Urbana,0,1,222,6.0,FA 7
437517,FE Y ALEGRIA 10,DRE LIMA METROPOLITANA,LIMA,COMAS,Secundaria,EBR,Urbana,0,1,986,53.0,FA 10
437533,FE Y ALEGRIA 11,DRE LIMA METROPOLITANA,LIMA,COMAS,Secundaria,EBR,Urbana,0,1,614,31.0,FA 11
495762,FE Y ALEGRIA 13,DRE LIMA METROPOLITANA,LIMA,COMAS,Secundaria,EBR,Urbana,0,1,689,32.0,FA 13
663377,FE Y ALEGRIA 07,DRE LIMA METROPOLITANA,LIMA,COMAS,Básica Alternativa-Avanzado,EBA,Urbana,0,1,468,15.0,FA 7
775296,FE Y ALEGRIA 39,DRE LIMA METROPOLITANA,LIMA,EL AGUSTINO,Primaria,EBR,Urbana,0,1,780,27.0,FA 39
775320,FE Y ALEGRIA 39,DRE LIMA METROPOLITANA,LIMA,EL AGUSTINO,Secundaria,EBR,Urbana,0,1,685,35.0,FA 39
1041631,FE Y ALEGRIA 41,DRE LIMA METROPOLITANA,LIMA,LURIGANCHO,Secundaria,EBR,Urbana,0,1,513,23.0,FA 41
1275577,FE Y ALEGRIA 41,DRE LIMA METROPOLITANA,LIMA,LURIGANCHO,Inicial - Jardín,EBR,Urbana,0,1,49,2.0,FA 41
1276674,FE Y ALEGRIA 58 MARY WARD,DRE LIMA METROPOLITANA,LIMA,LURIGANCHO,Inicial - Jardín,EBR,Urbana,0,1,154,6.0,FA 58
1364264,FE Y ALEGRIA 58 MARY WARD,DRE LIMA METROPOLITANA,LIMA,LURIGANCHO,Secundaria,EBR,Urbana,0,1,401,25.0,FA 58
1506823,FE Y ALEGRIA 58 MARY WARD,DRE LIMA METROPOLITANA,LIMA,LURIGANCHO,Primaria,EBR,Urbana,0,1,534,21.0,FA 58
778076,FE Y ALEGRIA 41,DRE LIMA METROPOLITANA,LIMA,LURIGANCHO,Primaria,EBR,Urbana,0,1,565,22.0,FA 41
1194778,3711 FE Y ALEGRIA 12,DRE LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,Inicial - Jardín,EBR,Urbana,0,1,69,3.0,FA 12
433037,3711 FE Y ALEGRIA 12,DRE LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,Primaria,EBR,Urbana,0,1,401,14.0,FA 12
437525,3711 FE Y ALEGRIA 12,DRE LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,Secundaria,EBR,Urbana,0,1,530,32.0,FA 12
1070630,FE Y ALEGRIA 04,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Inicial - Jardín,EBR,Urbana,0,1,83,4.0,FA 4
1072297,FE Y ALEGRIA 37,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Básica Especial-Primaria,EBE,Urbana,0,1,41,3.0,FA 37
1191808,FE Y ALEGRIA 32,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Técnico Productiva,CETPRO,Urbana,0,1,91,4.0,FA 32
1192921,FE Y ALEGRIA 37,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Inicial - Jardín,EBR,Urbana,0,1,91,4.0,FA 37
1504026,FE Y ALEGRIA 25,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Inicial - Jardín,EBR,Urbana,0,1,219,8.0,FA 25
1737394,FE Y ALEGRIA 37,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Básica Especial-Inicial,EBE,Urbana,0,1,21,3.0,FA 37
1788264,FE Y ALEGRIA 32,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Básica Alternativa-Avanzado,EBA,Urbana,0,1,109,2.0,FA 32
334995,FE Y ALEGRIA 04,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Primaria,EBR,Urbana,0,1,1069,44.0,FA 4
336891,FE Y ALEGRIA 05,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Secundaria,EBR,Urbana,0,1,932,53.0,FA 5
510404,FE Y ALEGRIA 25,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Primaria,EBR,Urbana,0,1,723,29.0,FA 25
535724,FE Y ALEGRIA 25,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Secundaria,EBR,Urbana,0,1,636,35.0,FA 25
541219,FE Y ALEGRIA 26,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Primaria,EBR,Urbana,0,1,747,29.0,FA 26
578450,FE Y ALEGRIA 26,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Secundaria,EBR,Urbana,0,1,745,37.0,FA 26
664763,FE Y ALEGRIA 25,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Básica Especial-Primaria,EBE,Urbana,0,1,99,13.0,FA 25
665455,FE Y ALEGRIA 32,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Primaria,EBR,Urbana,0,1,738,30.0,FA 32
762500,FE Y ALEGRIA 37,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Primaria,EBR,Urbana,0,1,721,27.0,FA 37
762880,FE Y ALEGRIA 37,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Secundaria,EBR,Urbana,0,1,607,34.0,FA 37
900647,FE Y ALEGRIA 32,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Secundaria,EBR,Urbana,0,1,647,34.0,FA 32
901918,FE Y ALEGRIA 25,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,Técnico Productiva,CETPRO,Urbana,0,1,170,6.0,FA 25
1329580,FE Y ALEGRIA 65,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,Inicial - Jardín,EBR,Urbana,0,1,109,5.0,FA 65
1329788,FE Y ALEGRIA 65,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,Primaria,EBR,Urbana,0,1,326,13.0,FA 65
1332659,FE Y ALEGRIA 3,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,Inicial - Jardín,EBR,Urbana,0,1,62,4.0,FA 3
1376854,FE Y ALEGRIA 65,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,Secundaria,EBR,Urbana,0,1,258,20.0,FA 65
1529833,FE Y ALEGRIA 75,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,Instituto Superior Tecnológico,IEST,Urbana,0,1,294,28.0,FA 75
323865,FE Y ALEGRIA 3,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,Primaria,EBR,Urbana,0,1,666,31.0,FA 3
329326,FE Y ALEGRIA 3,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,Secundaria,EBR,Urbana,0,1,728,41.0,FA 3
435446,2009 FE Y ALEGRIA 2,DRE LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,Inicial - Jardín,EBR,Urbana,0,1,101,4.0,FA 2
436204,2009 FE Y ALEGRIA 2,DRE LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,Primaria,EBR,Urbana,0,1,790,29.0,FA 2
437509,3701 FE Y ALEGRIA 1,DRE LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,Secundaria,EBR,Urbana,0,1,511,33.0,FA 1
437541,2009 FE Y ALEGRIA 2,DRE LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,Secundaria,EBR,Urbana,0,1,689,38.0,FA 2
820779,3701 FE Y ALEGRIA 1,DRE LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,Primaria,EBR,Urbana,0,1,430,16.0,FA 1
1241926,FE Y ALEGRIA 17,DRE LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,Inicial - Jardín,EBR,Urbana,0,1,49,2.0,FA 17
1529825,FE Y ALEGRIA 61 - SANTA RAFAELA MARIA,DRE LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,Instituto Superior Tecnológico,IEST,Urbana,0,1,70,12.0,FA 61
323873,FE Y ALEGRIA 17,DRE LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,Primaria,EBR,Urbana,0,1,728,30.0,FA 17
481820,FE Y ALEGRIA 17,DRE LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,Secundaria,EBR,Urbana,0,1,659,41.0,FA 17
519348,FE Y ALEGRIA 61 - SANTA RAFAELA MARIA,DRE LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,Técnico Productiva,CETPRO,Urbana,0,1,316,18.0,FA 61
493338,FE Y ALEGRIA 24,DRE LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,Primaria,EBR,Urbana,0,1,704,29.0,FA 24
496877,FE Y ALEGRIA 23,DRE LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,Primaria,EBR,Urbana,0,1,568,24.0,FA 23
582932,FE Y ALEGRIA 24,DRE LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,Secundaria,EBR,Urbana,0,1,595,32.0,FA 24
583021,FE Y ALEGRIA 23,DRE LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,Secundaria,EBR,Urbana,0,1,565,36.0,FA 23
775379,FE Y ALEGRIA 23,DRE LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,Técnico Productiva,CETPRO,Urbana,0,1,375,11.0,FA 23
761585,FE Y ALEGRIA 35,DRE LIMA PROVINCIAS,BARRANCA,BARRANCA,Primaria,EBR,Urbana,0,1,493,22.0,FA 35
761668,FE Y ALEGRIA 35,DRE LIMA PROVINCIAS,BARRANCA,BARRANCA,Secundaria,EBR,Urbana,0,1,426,22.0,FA 35
1265768,MISIONAL GORETTI,DRE LORETO,ALTO AMAZONAS,LAGUNAS,Secundaria,EBR,Urbana,0,1,441,29.0,FA 80
1529718,MISIONAL GORETTI,DRE LORETO,ALTO AMAZONAS,LAGUNAS,Inicial - Cuna-jardín,EBR,Urbana,0,1,219,11.0,FA 80
1639145,MISIONAL GORETTI,DRE LORETO,ALTO AMAZONAS,LAGUNAS,Técnico Productiva,CETPRO,Urbana,0,1,181,6.0,FA 80
301408,MISIONAL GORETTI,DRE LORETO,ALTO AMAZONAS,LAGUNAS,Primaria,EBR,Urbana,0,1,445,22.0,FA 80
1147735,601331,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Secundaria,RER,Rural,1,1,110,7.0,RER FA 47
1148402,6010102,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,47,3.0,RER FA 47
1151331,536 MI CASITA DEL SABER,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,53,3.0,RER FA 47
1151414,538,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,70,4.0,RER FA 47
1151661,FE Y ALEGRIA 46 WILHEM ROSSMAN,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,EBR,Urbana,0,1,441,16.0,FA 46
1151695,573,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,7,1.0,RER FA 47
1152057,604,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,12,1.0,RER FA 47
1152255,656,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,6,1.0,RER FA 47
1152321,678,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,14,1.0,RER FA 47
1153162,FE Y ALEGRIA 46 WILHEM ROSSMAN,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,EBR,Urbana,0,1,115,6.0,FA 46
1153527,601391,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,15,2.0,RER FA 47
1153881,601444,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,24,2.0,RER FA 47
1153964,601448,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,45,3.0,RER FA 47
1154129,601496,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,9,1.0,RER FA 47
1154368,601511,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,22,2.0,RER FA 47
1154400,601514,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,28,3.0,RER FA 47
1154608,601528,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,13,2.0,RER FA 47
1210095,FE Y ALEGRIA 47,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Técnico Productiva,CETPRO,Rural,1,1,164,7.0,FA 46
1210137,FE Y ALEGRIA 46 WILHEM ROSSMAN,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Secundaria,EBR,Urbana,0,1,340,15.0,FA 46
1210491,6010230 BARBARA D'ACHILLE,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Secundaria,RER,Rural,1,1,54,7.0,RER FA 47
1261577,60133,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Secundaria,RER,Rural,1,1,200,7.0,RER FA 47
1261775,601563,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,19,2.0,RER FA 47
1262856,601570,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,9,1.0,RER FA 47
1263219,601571,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,22,2.0,RER FA 47
1273960,601580,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,15,2.0,RER FA 47
1306182,852,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,5,1.0,RER FA 47
1320001,601614,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,9,1.0,RER FA 47
1335744,EL MILAGRO,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Instituto Superior Tecnológico,IEST,Rural,1,1,272,28.0,FA 47
1378355,601678,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,7,2.0,RER FA 47
1527233,6010231,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Secundaria,RER,Rural,1,1,168,9.0,RER FA 47
1527340,809,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,6,1.0,RER FA 47
1527365,808,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,9,1.0,RER FA 47
1527373,812,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,8,1.0,RER FA 47
1527381,810,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,6,1.0,RER FA 47
1527399,811,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,7,1.0,RER FA 47
1563212,601511,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,9,1.0,RER FA 47
1682285,601571,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,9,1.0,RER FA 47
1791433,EL MILAGRO,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Básica Alternativa-Inicial e Intermedio,EBA,Urbana,0,1,134,2.0,FA 47
1791466,EL MILAGRO,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Básica Alternativa-Avanzado,EBA,Urbana,0,1,406,9.0,FA 47
398313,60133,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,223,11.0,RER FA 47
398347,60136,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,14,2.0,RER FA 47
398370,60181,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,8,1.0,RER FA 47
651398,6010178,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,7,1.0,RER FA 47
682211,EL MILAGRO,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Secundaria,RER,Rural,1,1,252,12.0,RER FA 47
683466,6010230 BARBARA D'ACHILLE,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,52,4.0,RER FA 47
683474,6010231,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,211,13.0,RER FA 47
721639,404,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,6,1.0,RER FA 47
721647,405,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Jardín,RER,Rural,1,1,78,3.0,RER FA 47
738203,475,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Inicial - Cuna-jardín,RER,Rural,1,1,13,2.0,RER FA 47
738419,601330,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,2,1.0,RER FA 47
738427,601331,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,Primaria,RER,Rural,1,1,147,14.0,RER FA 47
1257245,FE Y ALEGRIA 52,DRE MOQUEGUA,ILO,ILO,Primaria,EBR,Urbana,0,1,443,21.0,FA 52
1276120,FE Y ALEGRIA 52,DRE MOQUEGUA,ILO,ILO,Secundaria,EBR,Urbana,0,1,350,22.0,FA 52
1547231,FE Y ALEGRIA 52,DRE MOQUEGUA,ILO,ILO,Inicial - Jardín,EBR,Urbana,0,1,100,4.0,FA 52
626424,15055,DRE PIURA,AYABACA,SAPILLICA,Primaria,RER,Rural,1,1,14,2.0,RER FA 48
1393602,FE Y ALEGRIA 73,DRE PIURA,PAITA,PAITA,Inicial - Jardín,EBR,Urbana,0,1,106,4.0,FA 73
1393610,FE Y ALEGRIA 73,DRE PIURA,PAITA,PAITA,Primaria,EBR,Urbana,0,1,371,16.0,FA 73
1393628,FE Y ALEGRIA 73,DRE PIURA,PAITA,PAITA,Secundaria,EBR,Urbana,0,1,305,13.0,FA 73
1714211,1481,DRE PIURA,PAITA,PAITA,Inicial - Jardín,EBR,Urbana,0,1,191,7.0,FA 81
1781962,1481,DRE PIURA,PAITA,PAITA,Primaria,EBR,Urbana,0,1,454,24.0,FA 81
1207166,FE Y ALEGRIA 15,DRE PIURA,PIURA,CASTILLA,Inicial - Jardín,EBR,Urbana,0,1,73,4.0,FA 15
535195,FE Y ALEGRIA 15,DRE PIURA,PIURA,CASTILLA,Secundaria,EBR,Urbana,0,1,450,24.0,FA 15
613547,FE Y ALEGRIA 15,DRE PIURA,PIURA,CASTILLA,Primaria,EBR,Urbana,0,1,378,15.0,FA 15
1236397,TECNICO MARIA TERESA DE JESUS GERHARDINGER,DRE PIURA,PIURA,TAMBO GRANDE,Secundaria,RER,Rural,1,1,274,19.0,RER FA 48
1236967,NUESTRA SEÑORA DE LA ENSEÑANZA,DRE PIURA,PIURA,TAMBO GRANDE,Técnico Productiva,CETPRO,Urbana,0,1,91,2.0,FA 48
1516269,909,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,35,3.0,RER FA 48
1516277,910,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,60,3.0,RER FA 48
1681212,1341,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,49,3.0,RER FA 48
1715416,1416,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,12,1.0,RER FA 48
1715424,1417,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,7,1.0,RER FA 48
1715440,1419,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,50,3.0,RER FA 48
1715820,14894,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,15,1.0,RER FA 48
1745710,1558,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,16,1.0,RER FA 48
1745728,1559,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,24,1.0,RER FA 48
1785476,FE Y ALEGRIA 48,DRE PIURA,PIURA,TAMBO GRANDE,Básica Alternativa-Inicial e Intermedio,EBA,Urbana,0,1,407,4.0,FA 48
1785484,FE Y ALEGRIA 48,DRE PIURA,PIURA,TAMBO GRANDE,Básica Alternativa-Avanzado,EBA,Urbana,0,1,221,3.0,FA 48
260307,14141,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,24,2.0,RER FA 48
260315,14145 SANTA JULIA BILLIART,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,191,8.0,RER FA 48
350447,14144 SANTA ROSA,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Urbana,0,1,446,19.0,RER FA 48
350496,14924 DANIEL ALCIDES CARRION,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,402,19.0,RER FA 48
355271,15304,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,42,3.0,RER FA 48
355289,15383,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,9,2.0,RER FA 48
3891735,MARIA AUXILIADORA,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Programa no escolarizado,RER,Rural,1,1,9,,RER FA 48
3916573,VIRGEN DE LAS MERCEDES,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Programa no escolarizado,RER,Rural,1,1,9,,RER FA 48
464610,15219,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,16,2.0,RER FA 48
464628,15220,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,15,2.0,RER FA 48
552661,15314,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,27,2.0,RER FA 48
561084,SAGRADO CORAZON DE JESUS,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,134,6.0,RER FA 48
571232,58,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,67,4.0,RER FA 48
571356,14924 DANIEL ALCIDES CARRION,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,135,6.0,RER FA 48
571745,14894,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,10,1.0,RER FA 48
613943,14975,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,87,4.0,RER FA 48
673780,15478,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,20,2.0,RER FA 48
674895,14045,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,23,2.0,RER FA 48
737783,467,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,10,1.0,RER FA 48
737791,469,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,42,3.0,RER FA 48
840504,20123,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,18,2.0,RER FA 48
840595,20104,DRE PIURA,PIURA,TAMBO GRANDE,Primaria,RER,Rural,1,1,86,4.0,RER FA 48
916023,14144 SANTA ROSA,DRE PIURA,PIURA,TAMBO GRANDE,Secundaria,RER,Urbana,0,1,366,20.0,RER FA 48
937813,489 JOSE MARIA VELAZ,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,17,1.0,RER FA 48
938118,731,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Rural,1,1,53,3.0,RER FA 48
938142,732 VIRGEN DE MONSERRAT,DRE PIURA,PIURA,TAMBO GRANDE,Inicial - Jardín,RER,Urbana,0,1,151,7.0,RER FA 48
1186451,FE Y ALEGRIA 49,DRE PIURA,PIURA,VEINTISEIS DE OCTUBRE,Primaria,EBR,Urbana,0,1,357,15.0,FA 49
1236686,FE Y ALEGRIA 49,DRE PIURA,PIURA,VEINTISEIS DE OCTUBRE,Inicial - Jardín,EBR,Urbana,0,1,69,3.0,FA 49
1553726,FE Y ALEGRIA 49,DRE PIURA,PIURA,VEINTISEIS DE OCTUBRE,Secundaria,EBR,Urbana,0,1,290,20.0,FA 49
1208214,FE Y ALEGRIA 18,DRE PIURA,SULLANA,SULLANA,Inicial - Jardín,EBR,Urbana,0,1,155,7.0,FA 18
354472,FE Y ALEGRIA 18,DRE PIURA,SULLANA,SULLANA,Primaria,EBR,Urbana,0,1,644,26.0,FA 18
535104,FE Y ALEGRIA 18,DRE PIURA,SULLANA,SULLANA,Secundaria,EBR,Urbana,0,1,713,41.0,FA 18
1155530,27 SANTA LUCIA FE Y ALEGRIA,DRE PUNO,MELGAR,MACARI,Inicial - Jardín,EBR,Urbana,0,1,65,3.0,FA 27
227900,27 SANTA LUCIA FE Y ALEGRIA,DRE PUNO,MELGAR,MACARI,Primaria,EBR,Urbana,0,1,244,17.0,FA 27
239905,27 SANTA LUCIA FE Y ALEGRIA,DRE PUNO,MELGAR,MACARI,Secundaria,EBR,Urbana,0,1,250,31.0,FA 27
1584150,SANTA MARIA DE LA PROVIDENCIA,DRE PUNO,SANDIA,SAN JUAN DEL ORO,Técnico Productiva,CETPRO,Rural,1,1,35,2.0,FA 56
229799,286 SANTA MARIA DE LA PROVIDENCIA FE ALEGRIA 56,DRE PUNO,SANDIA,SAN JUAN DEL ORO,Inicial - Jardín,EBR,Rural,1,1,58,3.0,FA 56
386755,72422 SANTA MARIA DE LA PROVIDENCIA FE Y ALEGRIA 56,DRE PUNO,SANDIA,SAN JUAN DEL ORO,Primaria,EBR,Rural,1,1,171,11.0,FA 56
701284,SANTA MARIA DE LA PROVIDENCIA FE Y ALEGRIA 56,DRE PUNO,SANDIA,SAN JUAN DEL ORO,Secundaria,EBR,Rural,1,1,136,14.0,FA 56
843326,SAN JOSE FE Y ALEGRIA 40,DRE TACNA,TACNA,TACNA,Primaria,EBR,Urbana,0,1,500,21.0,FA 40
876441,SAN JOSE FE Y ALEGRIA 40,DRE TACNA,TACNA,TACNA,Secundaria,EBR,Urbana,0,1,420,27.0,FA 40
1625904,555-B,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,Inicial - Jardín,RER,Urbana,0,1,90,4.0,RER FA 72
