CODIGO_MODULAR;NOMBRE_INSTITUCION;NUMERO_FYA;LATITUD;LONGITUD;ALTITUD_MSNM;Y1_ILA;Y2_TD;Y3_PR;X1_NVC;X2_TR;X4_IDD;X5_ED;X6_CDD;X10_IE;X11_RED;X12_TOE;X15_MEIB;X13_TMATRC;X14_NIVEL_EDUCATIVO;X16_MODALIDAD;X17_GESTION;X18_TURNO;X19_ORGANIZACION_PEDAGOGICA;X20_DIRECTIVOS_TOTAL;X21_MULTIPLICIDAD1;X22_MULTIPLICIDAD2;X24_GPMD;X25_POBLACION_DISTRITO
1527340;809;47;-4.00346;-73.4695;120;1.418;2;2;4;2;2.756939711;0.25;1.766871166;0.3;6;1;0;0.333333333;2;2;1;1;0;0;1;1;14;152555
1527381;810;47;-4.042254;-73.4378;111;1.418;2;2;4;2;2.763536742;0.25;1.766871166;0.3;6;1;0;-1.25;2;2;1;1;0;0;1;1;14;152555
1527373;812;47;-4.154128;-73.47423;103;1.418;2;2;4;2;2.785393265;0.25;1.766871166;0.3;8;1;0;1;2;2;1;1;0;1;1;1;14;152555
1262856;601570;47;-4.049994;-73.42636;103;1.333333333;2;2;4;2;2.764739637;1;1.766871166;0.3;9;1;0;0;4;2;1;1;1;1;1;1;14;152555
1457365;LOS RIT'IS DEL ALTO ANDINO;44;-13.54842;-71.39277;3758;1.401461575;3;2;5;2;3.7677334;0.166666667;2.098159509;0.3;9.5;3;1;4.5;5;2;2;1;0;1;1;1;7;3156
1681212;1341;48;-4.975972;-80.22906;92;1.6679;2;3;4;2;3.017405723;1;2.277108434;0.3;16.33333333;3;0;0.25;2;2;2;1;0;1;1;1;10;124028
1236397;TECNICO MARIA TERESA DE JESUS GERHARDINGER;48;-4.845849;-80.22507;143;1.6679;2;3;4;2;2.992834184;0.45;2.277108434;0.3;14.42105263;4;0;14;5;2;2;1;0;1;1;1;10;124028
1527399;811;47;-3.90632;-73.41372;105;1.418;2;2;4;2;3.75;0.8;1.766871166;0.3;7;2;0;0.8;2;2;1;1;0;0;1;1;14;152555
1715416;1416;48;-4.83171;-80.20365;154;1.6679;2;3;4;2;2.989699384;1;2.277108434;0.3;12;1;0;1.2;2;2;2;1;0;0;1;1;10;124028
1715424;1417;48;-4.88962;-80.21244;122;1.6679;2;3;4;2;3.000790092;1;2.277108434;0.3;7;1;0;-3;2;2;2;1;0;1;1;1;10;124028
1715440;1419;48;-4.94572;-80.25832;80;1.6679;2;3;4;2;3.012361853;1;2.277108434;0.3;16.66666667;4;0;2.333333333;2;2;2;1;0;1;1;1;10;124028
1745710;1558;48;-4.91999;-80.19511;123;1.6679;2;3;4;2;3.006120436;1;2.277108434;0.3;16;1;0;-1.333333333;2;2;2;1;0;0;1;1;10;124028
1745728;1559;48;-4.913557;-80.24119;105;1.6679;2;3;4;2;3.005930797;1;2.277108434;0.3;24;1;0;1;2;2;2;1;0;0;1;1;10;124028
1785138;36831;79;-12.8222;-74.3815;2237;1.5003;2;3;4;2;2.124343921;1;1.771428571;0.3;15;1;0;1.666666667;4;2;1;1;1;1;1;1;12;1519
1151695;573;47;-4.15333;-73.46156;108;1.418;2;2;4;2;2.784962455;0.25;1.766871166;0.3;7;1;0;-1.333333333;2;2;1;1;0;0;1;1;14;152555
1678879;693;54;-9.204821;-77.97816;2793;1.3411;2;2;4;2;3.875;1;2.157894737;0.3;14;1;1;-1.333333333;2;2;1;1;0;1;1;1;8;8577
3040177;87009-01 HUANCHUY;54;-8.8;-77.8;3500;1.321;2;2;4;2;3.322;0.558;2.157894737;0.3;12.471;3;0;-0.435416667;3;1;2;1;1;0.5;1.56;1.56;8;8577
1678861;692 - CAJAY;54;-8.8;-77.8;3500;1.321;2;2;4;2;3.322;0.558;2.157894737;0.3;12.471;3;0;-0.435416667;1;1;2;1;1;0.5;1.56;1.56;8;8577
